# suite=spinel corpus=1819 ruby="ruby 4.0.5 (2026-05-20 revision 64336ffd0e) +PRISM [arm64-darwin25]" spinel-rs=a528f8b
# FAIL_COMPILE=104 FAIL_OUTPUT=599 FAIL_RUN=1 FAIL_RUSTC=9 PASS=1104 TIMEOUT_RUN=2
case_when_class_scalar_predicate	PASS	-	-
case_when_lambda_predicate	FAIL_OUTPUT	expect	-
case_when_poly_scrutinee_bound_to_local	PASS	-	-
case_when_qualified_class	PASS	-	-
case_when_regex	PASS	-	-
case_when_string_range	PASS	-	-
case_when_string_range_nil_bound	FAIL_OUTPUT	expect	-
case_when_value_constant	PASS	-	-
catch_in_fiber_body	PASS	-	-
catch_throw_ensure	FAIL_COMPILE	compile	unknown-class
catch_throw_tags_values	FAIL_COMPILE	compile	unknown-class
catch_throw_through_loop	PASS	-	-
chained_aset_on_poly_hash_recv	PASS	-	-
chained_ivar_write_call_rhs	PASS	-	-
chunk_family_enumerator_value	FAIL_OUTPUT	expect	-
chunk_first_class	FAIL_OUTPUT	expect	missing-builtin-method
chunk_slice_float	FAIL_OUTPUT	expect	missing-builtin-method
chunk_while	PASS	-	-
clamp_bounds	FAIL_OUTPUT	expect	-
clamp_string_and_range	PASS	-	-
class_allocate	FAIL_OUTPUT	expect	missing-builtin-method
class_ancestors_superclass	FAIL_OUTPUT	expect	missing-builtin-method
class_const_as_value	PASS	-	-
class_const_defined	FAIL_OUTPUT	expect	missing-builtin-method
class_constant_path_read	PASS	-	-
class_def_order	PASS	-	-
class_eval_reopen	FAIL_COMPILE	compile	toplevel-node-in-expr
class_hierarchy	FAIL_OUTPUT	expect	missing-builtin-method
class_hierarchy_builtin	FAIL_OUTPUT	expect	missing-builtin-method
class_hierarchy_module	FAIL_OUTPUT	expect	missing-builtin-method
class_in_collection	PASS	-	-
class_ivar_in_class_method	PASS	-	-
class_ivar_save_restore	PASS	-	-
class_lt_builtin_parent	FAIL_COMPILE	compile	spike-misc
class_method_open_class_call	PASS	-	-
class_name_collision_across_modules	PASS	-	-
class_name_in_cmeth	PASS	-	-
class_new_arity	PASS	-	-
class_new_dispatch_arity	PASS	-	-
class_object_dispatch	PASS	-	-
class_of_primitive	PASS	-	-
class_phase2_name_eq	PASS	-	-
class_reflection_builtins	PASS	-	-
class_reopen_replaces_methods	PASS	-	-
class_singleton_def	PASS	-	-
class_superclass	PASS	-	-
class_value_builtin_and_nested	PASS	-	-
class_value_unified	PASS	-	-
class_var_read	PASS	-	-
closure_capture_float	PASS	-	-
closure_captures_pointer_locals	PASS	-	-
cls_method_specialization_boxer	PASS	-	-
cmeth_name_collision_with_kernel	PASS	-	-
cmeth_return_nil_or_obj_via_intermediate	PASS	-	-
cmethod_self_and_default	PASS	-	-
cmethod_self_receiver	PASS	-	-
cmethod_specialize_samename_unrelated	PASS	-	-
cmethod_transitive_specialization	PASS	-	-
codegen_class_in_module_with_explicit_parent	PASS	-	-
codegen_const_lookup_in_toplevel_method	PASS	-	-
comparable_between_user_type	PASS	-	-
comparable_clamp_parity	FAIL_OUTPUT	expect	auto-567065dd
comparable_nil_cmp_mixed	FAIL_OUTPUT	expect	-
comparable_nil_spaceship	PASS	-	-
comparable_no_block_cmp	FAIL_OUTPUT	expect	-
comparable_operator_nil_cmp	FAIL_OUTPUT	expect	-
compare_by_identity_predicate	FAIL_OUTPUT	expect	missing-builtin-method
compile_time_attribute_singular	FAIL_OUTPUT	expect	missing-builtin-method
compile_time_attribute_wrapped_record	FAIL_OUTPUT	expect	missing-builtin-method
compile_time_attributes	FAIL_OUTPUT	expect	missing-builtin-method
compile_time_define_method_direct	FAIL_OUTPUT	expect	missing-builtin-method
compile_time_define_method_int	FAIL_OUTPUT	expect	missing-builtin-method
compile_time_define_method_predicates	FAIL_OUTPUT	expect	missing-builtin-method
compile_time_define_method_strings	FAIL_OUTPUT	expect	missing-builtin-method
complex_arithmetic	PASS	-	-
complex_component_class	FAIL_OUTPUT	expect	missing-builtin-method
complex_division	FAIL_OUTPUT	expect	-
complex_polar	FAIL_OUTPUT	expect	missing-builtin-method
complex_rational_class	PASS	-	-
complex_rational_interop	PASS	-	-
complex_rect_arg_polar	FAIL_OUTPUT	expect	missing-builtin-method
concat_chain_operand_gc_root	PASS	-	-
concat_print_poly_unbox	PASS	-	-
cond_poly_truthy	FAIL_COMPILE	compile	unknown-class
const_alias_method_call	PASS	-	-
const_alias_path_receiver	PASS	-	-
const_aliased_class_reopen_include	FAIL_OUTPUT	expect	missing-builtin-method
const_compound_assign	FAIL_OUTPUT	expect	-
const_defined_invalid_name	FAIL_OUTPUT	expect	missing-builtin-method
const_env_defined_parity	FAIL_OUTPUT	expect	-
const_get_literal	FAIL_OUTPUT	expect	missing-builtin-method
const_init_block_param_scan	PASS	-	-
const_int_rows_destructure	PASS	-	-
const_path_compound_assign	FAIL_OUTPUT	expect	-
const_path_deep_nesting	PASS	-	-
const_path_unresolved_require	FAIL_COMPILE	compile	unknown-class
const_recv_yield_inline	PASS	-	-
const_self_ref_raises_name_error	FAIL_OUTPUT	expect	-
constant_path	FAIL_COMPILE	compile	auto-7f91b6c6
constant_path_write	PASS	-	-
constant_path_write_undeclared	PASS	-	-
constants	PASS	-	-
control	PASS	-	-
control_flow_break_in_case_in_loop	PASS	-	-
control_flow_loop_cond_method_arg	PASS	-	-
control_flow_next_in_case_in_loop	PASS	-	-
control_flow_until_cond_method_arg	PASS	-	-
control_flow_until_modifier_method	PASS	-	-
control_flow_while_modifier_method	PASS	-	-
count_block_poly_pred	PASS	-	-
crashers_536	FAIL_OUTPUT	expect	arity-panic
custom_enum_inject_sym_var	PASS	-	-
custom_enumerable_bare_yield	PASS	-	-
custom_enumerable_wave10	FAIL_OUTPUT	expect	missing-builtin-method
cvar_method_first_assign	PASS	-	-
cycle_block_value_position	PASS	-	-
data_bare_new_in_factory	FAIL_COMPILE	compile	toplevel-node-in-expr
