path	status	reason
open3/version.rb	pass	
openssl.rb	fail	`require "openssl.so"`: native (.so/.bundle) features aren't supported (spike scope)
openssl/bn.rb	pass	
openssl/buffering.rb	fail	unknown class/module `OpenSSL` in `OpenSSL::Buffering` (must be defined earlier in the file)
openssl/cipher.rb	pass	
openssl/digest.rb	fail	unsupported syntax at "class << klass; self; end" (spike handles only what the 7 example programs ne…
openssl/hmac.rb	pass	
openssl/marshal.rb	pass	
openssl/pkcs5.rb	pass	
openssl/pkey.rb	fail	panic: `raise Class, message` requires a literal class name (spike scope)
openssl/ssl.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
openssl/version.rb	pass	
openssl/x509.rb	fail	unsupported string interpolation part (spike scope)
optionparser.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
optparse.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
optparse/ac.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
optparse/date.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
optparse/kwargs.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
optparse/shellwords.rb	fail	unsupported statement in `class << self` (spike scope)
optparse/time.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
optparse/uri.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
optparse/version.rb	fail	unsupported syntax at "class << OptionParser\n  #\n  # Shows version string in packages if Version i…
pathname.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
pp.rb	fail	`def` with an explicit non-`self` receiver isn't supported yet (spike scope)
prettyprint.rb	fail	`def` with an explicit non-`self` receiver isn't supported yet (spike scope)
prism.rb	fail	`autoload` isn't supported (spike scope)
prism/compiler.rb	fail	unknown superclass `Visitor` (must be defined earlier in the file)
prism/desugar_compiler.rb	fail	unknown module `DSL` (must be defined earlier in the file)
prism/dispatcher.rb	fail	unknown superclass `Visitor` (must be defined earlier in the file)
prism/dot_visitor.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
prism/dsl.rb	fail	expected a constant name or path (e.g. `Foo` or `Foo::Bar`)
prism/ffi.rb	fail	cannot load such file
prism/inspect_visitor.rb	fail	unknown superclass `Visitor` (must be defined earlier in the file)
prism/lex_compat.rb	fail	unsupported syntax at "alias __raise__ raise" (spike handles only what the 7 example programs need)
prism/lex_ripper.rb	fail	`require "ripper.so"`: native (.so/.bundle) features aren't supported (spike scope)
prism/mutation_compiler.rb	fail	unknown superclass `Compiler` (must be defined earlier in the file)
prism/node.rb	fail	panic: unknown class/module `Location`
prism/node_ext.rb	fail	panic: unknown class/module `RegularExpressionFlags`
prism/pack.rb	pass	
prism/parse_result.rb	fail	`autoload` isn't supported (spike scope)
prism/parse_result/comments.rb	fail	unknown superclass `Result` (must be defined earlier in the file)
prism/parse_result/errors.rb	fail	cannot load such file
prism/parse_result/newlines.rb	fail	unknown superclass `Result` (must be defined earlier in the file)
prism/pattern.rb	fail	panic: unknown class/module `CaseMatchNode`
prism/polyfill/append_as_bytes.rb	pass	
prism/polyfill/byteindex.rb	pass	
prism/polyfill/scan_byte.rb	fail	cannot load such file
prism/polyfill/unpack1.rb	pass	
prism/polyfill/warn.rb	fail	unsupported syntax at "*msgs" (spike handles only what the 7 example programs need)
prism/reflection.rb	pass	
prism/relocation.rb	fail	unsupported string interpolation part (spike scope)
prism/serialize.rb	fail	cannot load such file
prism/string_query.rb	pass	
prism/translation.rb	fail	`autoload` isn't supported (spike scope)
prism/translation/parser.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
prism/translation/parser/builder.rb	fail	expected `*name` as a multi-assignment's splat target
prism/translation/parser/compiler.rb	fail	unknown superclass `::Prism::Compiler` (must be defined earlier in the file)
prism/translation/parser/lexer.rb	fail	cannot load such file
prism/translation/parser_current.rb	fail	unsupported string interpolation part (spike scope)
prism/translation/parser_versions.rb	fail	unknown superclass `Parser` (must be defined earlier in the file)
prism/translation/ripper.rb	fail	`autoload` isn't supported (spike scope)
prism/translation/ripper/lexer.rb	fail	`autoload` isn't supported (spike scope)
prism/translation/ripper/sexp.rb	fail	`autoload` isn't supported (spike scope)
prism/translation/ripper/shim.rb	fail	panic: unknown class/module `Prism::Translation`
prism/translation/ruby_parser.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
prism/visitor.rb	pass	
psych.rb	fail	cannot load such file
psych/class_loader.rb	fail	subclassing the built-in type `::Hash` isn't supported yet (spike scope, no generated Rust struct ex…
psych/coder.rb	fail	panic: unknown class/module `Psych::Nodes::Mapping`
psych/core_ext.rb	fail	panic: unexpected top-level-only node in expression position
psych/exception.rb	pass	
psych/handler.rb	pass	
psych/handlers/document_stream.rb	fail	panic: unknown class `Nodes::Document`
psych/handlers/recorder.rb	fail	panic: `super`: no `initialize` found above Recorder
psych/json/ruby_events.rb	pass	
psych/json/stream.rb	fail	unknown superclass `Psych::Visitors::JSONTree` (must be defined earlier in the file)
psych/json/tree_builder.rb	fail	unknown superclass `Psych::TreeBuilder` (must be defined earlier in the file)
psych/json/yaml_events.rb	pass	
psych/nodes.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
psych/nodes/alias.rb	fail	unknown superclass `Psych::Nodes::Node` (must be defined earlier in the file)
psych/nodes/document.rb	fail	unknown superclass `Psych::Nodes::Node` (must be defined earlier in the file)
psych/nodes/mapping.rb	fail	unknown superclass `Psych::Nodes::Node` (must be defined earlier in the file)
psych/nodes/node.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
psych/nodes/scalar.rb	fail	unknown superclass `Psych::Nodes::Node` (must be defined earlier in the file)
psych/nodes/sequence.rb	fail	unknown superclass `Psych::Nodes::Node` (must be defined earlier in the file)
psych/nodes/stream.rb	fail	unknown superclass `Psych::Nodes::Node` (must be defined earlier in the file)
psych/omap.rb	fail	subclassing the built-in type `::Hash` isn't supported yet (spike scope, no generated Rust struct ex…
psych/parser.rb	fail	expected a constant name or path (e.g. `Foo` or `Foo::Bar`)
psych/scalar_scanner.rb	fail	panic: unknown class/module `Date`
psych/set.rb	fail	subclassing the built-in type `::Hash` isn't supported yet (spike scope, no generated Rust struct ex…
psych/stream.rb	fail	unknown superclass `Psych::Visitors::YAMLTree` (must be defined earlier in the file)
psych/streaming.rb	pass	
psych/syntax_error.rb	pass	
psych/tree_builder.rb	fail	panic: unknown class `Nodes::Document`
psych/versions.rb	pass	
psych/visitors.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
psych/visitors/depth_first.rb	fail	unknown superclass `Psych::Visitors::Visitor` (must be defined earlier in the file)
psych/visitors/emitter.rb	fail	unknown superclass `Psych::Visitors::Visitor` (must be defined earlier in the file)
psych/visitors/json_tree.rb	fail	unknown superclass `YAMLTree` (must be defined earlier in the file)
psych/visitors/to_ruby.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
psych/visitors/visitor.rb	pass	
psych/visitors/yaml_tree.rb	fail	subclassing the built-in type `::Hash` isn't supported yet (spike scope, no generated Rust struct ex…
psych/y.rb	fail	reopening the built-in module `Kernel` isn't supported yet (spike scope)
random/formatter.rb	fail	unknown class/module `Random` in `Random::Formatter` (must be defined earlier in the file)
resolv.rb	fail	`require "socket.so"`: native (.so/.bundle) features aren't supported (spike scope)
ripper.rb	fail	`require "ripper.so"`: native (.so/.bundle) features aren't supported (spike scope)
ripper/core.rb	fail	`require "ripper.so"`: native (.so/.bundle) features aren't supported (spike scope)
ripper/filter.rb	fail	`require "ripper.so"`: native (.so/.bundle) features aren't supported (spike scope)
ripper/lexer.rb	fail	`require "ripper.so"`: native (.so/.bundle) features aren't supported (spike scope)
ripper/sexp.rb	fail	`require "ripper.so"`: native (.so/.bundle) features aren't supported (spike scope)
rubygems.rb	fail	cannot load such file
rubygems/available_set.rb	fail	unknown class/module `Gem` in `Gem::AvailableSet` (must be defined earlier in the file)
rubygems/basic_specification.rb	fail	unsupported string interpolation part (spike scope)
rubygems/bundler_version_finder.rb	fail	unknown class/module `Gem` in `Gem::BundlerVersionFinder` (must be defined earlier in the file)
rubygems/ci_detector.rb	pass	
rubygems/command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/command_manager.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/build_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/cert_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/check_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/cleanup_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/contents_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/dependency_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/environment_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/exec_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/fetch_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/generate_index_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/help_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/info_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/install_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/list_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/lock_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/mirror_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/open_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/outdated_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/owner_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/pristine_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/push_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/rdoc_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/rebuild_command.rb	fail	`require "digest.so"`: native (.so/.bundle) features aren't supported (spike scope)
rubygems/commands/search_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/server_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/setup_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/signin_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/signout_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/sources_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/specification_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/stale_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/uninstall_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/unpack_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/update_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/which_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/commands/yank_command.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/config_file.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/core_ext/kernel_gem.rb	fail	unsupported string interpolation part (spike scope)
rubygems/core_ext/kernel_require.rb	fail	`require "monitor.so"`: native (.so/.bundle) features aren't supported (spike scope)
rubygems/core_ext/kernel_warn.rb	fail	unsupported statement in `class << self` (spike scope)
rubygems/core_ext/tcpsocket_init.rb	fail	`require "socket.so"`: native (.so/.bundle) features aren't supported (spike scope)
rubygems/defaults.rb	fail	panic: unknown class/module `RbConfig`
rubygems/dependency.rb	fail	unsupported string interpolation part (spike scope)
rubygems/dependency_installer.rb	fail	cannot load such file
rubygems/dependency_list.rb	fail	unknown class/module `Gem` in `Gem::TSort` (must be defined earlier in the file)
rubygems/deprecate.rb	fail	panic: unknown class `Gem::Version`
rubygems/doctor.rb	fail	cannot load such file
rubygems/errors.rb	pass	
rubygems/exceptions.rb	fail	unknown class/module `Gem` in `Gem::UnknownCommandSpellChecker` (must be defined earlier in the file…
rubygems/ext.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/ext/build_error.rb	fail	unknown class/module `Gem` in `Gem::UnknownCommandSpellChecker` (must be defined earlier in the file…
rubygems/ext/builder.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/ext/cargo_builder.rb	fail	`require_relative` is only supported as a top-level statement with a single string-literal argument …
rubygems/ext/cargo_builder/link_flag_converter.rb	fail	unknown class/module `Gem::Ext` in `Gem::Ext::CargoBuilder` (must be defined earlier in the file)
rubygems/ext/cmake_builder.rb	fail	unknown class/module `Gem::Ext` in `Gem::Ext::CmakeBuilder` (must be defined earlier in the file)
rubygems/ext/configure_builder.rb	fail	unknown class/module `Gem::Ext` in `Gem::Ext::ConfigureBuilder` (must be defined earlier in the file…
rubygems/ext/ext_conf_builder.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/ext/rake_builder.rb	fail	unknown class/module `Gem::Ext` in `Gem::Ext::RakeBuilder` (must be defined earlier in the file)
rubygems/gem_runner.rb	fail	cannot load such file
rubygems/gemcutter_utilities.rb	fail	cannot load such file
rubygems/gemcutter_utilities/webauthn_listener.rb	fail	unknown class/module `Gem` in `Gem::GemcutterUtilities` (must be defined earlier in the file)
rubygems/gemcutter_utilities/webauthn_listener/response.rb	fail	unknown class/module `Gem` in `Gem::GemcutterUtilities` (must be defined earlier in the file)
rubygems/gemcutter_utilities/webauthn_poller.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/gemspec_helpers.rb	fail	cannot load such file
rubygems/install_message.rb	fail	cannot load such file
rubygems/install_update_options.rb	fail	cannot load such file
rubygems/installer.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/installer_uninstaller_utils.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/local_remote_options.rb	fail	`autoload` isn't supported (spike scope)
rubygems/name_tuple.rb	fail	unknown class/module `Gem` in `Gem::NameTuple` (must be defined earlier in the file)
rubygems/openssl.rb	fail	`autoload` isn't supported (spike scope)
rubygems/package.rb	fail	cannot load such file
rubygems/package/digest_io.rb	fail	unknown class/module `Gem::Package` in `Gem::Package::DigestIO` (must be defined earlier in the file…
rubygems/package/file_source.rb	fail	unknown class/module `Gem::Package` in `Gem::Package::FileSource` (must be defined earlier in the fi…
rubygems/package/io_source.rb	fail	unknown class/module `Gem::Package` in `Gem::Package::IOSource` (must be defined earlier in the file…
rubygems/package/old.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/package/source.rb	fail	unknown class/module `Gem::Package` in `Gem::Package::Source` (must be defined earlier in the file)
rubygems/package/tar_header.rb	fail	unknown class/module `Gem::Package` in `Gem::Package::TarHeader` (must be defined earlier in the fil…
rubygems/package/tar_reader.rb	fail	unknown class/module `Gem::Package` in `Gem::Package::TarReader` (must be defined earlier in the fil…
rubygems/package/tar_reader/entry.rb	fail	unknown class/module `Gem::Package::TarReader` in `Gem::Package::TarReader::Entry` (must be defined …
rubygems/package/tar_writer.rb	fail	unknown class/module `Gem::Package` in `Gem::Package::TarWriter` (must be defined earlier in the fil…
rubygems/package_task.rb	fail	cannot load such file
rubygems/path_support.rb	fail	unknown class/module `Gem` in `Gem::PathSupport` (must be defined earlier in the file)
rubygems/platform.rb	fail	unknown class/module `Gem` in `Gem::Platform` (must be defined earlier in the file)
rubygems/psych_tree.rb	pass	
rubygems/query_utils.rb	fail	`autoload` isn't supported (spike scope)
rubygems/rdoc.rb	fail	cannot load such file
rubygems/remote_fetcher.rb	fail	cannot load such file
rubygems/request.rb	fail	`require_relative` is only supported as a top-level statement with a single string-literal argument …
rubygems/request/connection_pools.rb	fail	unknown class/module `Gem::Request` in `Gem::Request::ConnectionPools` (must be defined earlier in t…
rubygems/request/http_pool.rb	fail	unknown class/module `Gem::Request` in `Gem::Request::HTTPPool` (must be defined earlier in the file…
rubygems/request/https_pool.rb	fail	unknown class/module `Gem::Request` in `Gem::Request::HTTPSPool` (must be defined earlier in the fil…
rubygems/request_set.rb	fail	`require_relative` is only supported as a top-level statement with a single string-literal argument …
rubygems/request_set/gem_dependency_api.rb	fail	expected `*name` as a multi-assignment's splat target
rubygems/request_set/lockfile.rb	fail	unsupported string interpolation part (spike scope)
rubygems/request_set/lockfile/parser.rb	fail	unsupported string interpolation part (spike scope)
rubygems/request_set/lockfile/tokenizer.rb	fail	unsupported string interpolation part (spike scope)
rubygems/requirement.rb	fail	`Struct.new` outside a constant assignment isn't supported (AOT: write `Name = Struct.new(:a, :b)`)
rubygems/resolver.rb	fail	unsupported string interpolation part (spike scope)
rubygems/resolver/activation_request.rb	fail	expected a constant name or path (e.g. `Foo` or `Foo::Bar`)
rubygems/resolver/api_set.rb	fail	`autoload` isn't supported (spike scope)
rubygems/resolver/api_set/gem_parser.rb	fail	unknown class/module `Gem::Resolver::APISet` in `Gem::Resolver::APISet::GemParser` (must be defined …
rubygems/resolver/api_specification.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::APISpecification` (must be defined earlier i…
rubygems/resolver/best_set.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::BestSet` (must be defined earlier in the fil…
rubygems/resolver/composed_set.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::ComposedSet` (must be defined earlier in the…
rubygems/resolver/conflict.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::Conflict` (must be defined earlier in the fi…
rubygems/resolver/current_set.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::CurrentSet` (must be defined earlier in the …
rubygems/resolver/dependency_request.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::DependencyRequest` (must be defined earlier …
rubygems/resolver/git_set.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::GitSet` (must be defined earlier in the file…
rubygems/resolver/git_specification.rb	fail	`require_relative` is only supported as a top-level statement with a single string-literal argument …
rubygems/resolver/index_set.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::IndexSet` (must be defined earlier in the fi…
rubygems/resolver/index_specification.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::IndexSpecification` (must be defined earlier…
rubygems/resolver/installed_specification.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::InstalledSpecification` (must be defined ear…
rubygems/resolver/installer_set.rb	fail	unsupported string interpolation part (spike scope)
rubygems/resolver/local_specification.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::LocalSpecification` (must be defined earlier…
rubygems/resolver/lock_set.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::LockSet` (must be defined earlier in the fil…
rubygems/resolver/lock_specification.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::LockSpecification` (must be defined earlier …
rubygems/resolver/requirement_list.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::RequirementList` (must be defined earlier in…
rubygems/resolver/set.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::Set` (must be defined earlier in the file)
rubygems/resolver/source_set.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::SourceSet` (must be defined earlier in the f…
rubygems/resolver/spec_specification.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::SpecSpecification` (must be defined earlier …
rubygems/resolver/specification.rb	fail	`require_relative` is only supported as a top-level statement with a single string-literal argument …
rubygems/resolver/stats.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::Stats` (must be defined earlier in the file)
rubygems/resolver/vendor_set.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::VendorSet` (must be defined earlier in the f…
rubygems/resolver/vendor_specification.rb	fail	unknown class/module `Gem::Resolver` in `Gem::Resolver::VendorSpecification` (must be defined earlie…
rubygems/s3_uri_signer.rb	fail	`autoload` isn't supported (spike scope)
rubygems/safe_marshal.rb	fail	cannot load such file
rubygems/safe_marshal/elements.rb	pass	
rubygems/safe_marshal/reader.rb	fail	panic: unknown class/module `Marshal`
rubygems/safe_marshal/visitors/stream_printer.rb	fail	unknown class/module `Gem::SafeMarshal` in `Gem::SafeMarshal::Visitors` (must be defined earlier in …
rubygems/safe_marshal/visitors/to_ruby.rb	fail	unknown class/module `Gem::SafeMarshal` in `Gem::SafeMarshal::Visitors` (must be defined earlier in …
rubygems/safe_marshal/visitors/visitor.rb	fail	unknown class/module `Gem::SafeMarshal` in `Gem::SafeMarshal::Visitors` (must be defined earlier in …
rubygems/safe_yaml.rb	pass	
rubygems/security.rb	fail	`autoload` isn't supported (spike scope)
rubygems/security/policies.rb	fail	unknown class/module `Gem` in `Gem::Security` (must be defined earlier in the file)
rubygems/security/policy.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/security/signer.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/security/trust_dir.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/security_option.rb	fail	cannot load such file
rubygems/source.rb	fail	`require_relative` is only supported as a top-level statement with a single string-literal argument …
rubygems/source/git.rb	fail	`require_relative` is only supported as a top-level statement with a single string-literal argument …
rubygems/source/installed.rb	fail	unknown class/module `Gem::Source` in `Gem::Source::Installed` (must be defined earlier in the file)
rubygems/source/local.rb	fail	unknown class/module `Gem::Source` in `Gem::Source::Local` (must be defined earlier in the file)
rubygems/source/lock.rb	fail	unknown class/module `Gem::Source` in `Gem::Source::Lock` (must be defined earlier in the file)
rubygems/source/specific_file.rb	fail	unknown class/module `Gem::Source` in `Gem::Source::SpecificFile` (must be defined earlier in the fi…
rubygems/source/vendor.rb	fail	unknown class/module `Gem::Source` in `Gem::Source::Vendor` (must be defined earlier in the file)
rubygems/source_list.rb	fail	unknown class/module `Gem` in `Gem::SourceList` (must be defined earlier in the file)
rubygems/spec_fetcher.rb	fail	cannot load such file
rubygems/specification.rb	fail	unsupported string interpolation part (spike scope)
rubygems/specification_policy.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/specification_record.rb	fail	`Struct.new` outside a constant assignment isn't supported (AOT: write `Name = Struct.new(:a, :b)`)
rubygems/stub_specification.rb	fail	unknown class/module `Gem` in `Gem::StubSpecification` (must be defined earlier in the file)
rubygems/target_rbconfig.rb	fail	cannot load such file
rubygems/text.rb	fail	unknown class/module `Gem` in `Gem::Text` (must be defined earlier in the file)
rubygems/uninstaller.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/unknown_command_spell_checker.rb	fail	unknown class/module `Gem` in `Gem::UnknownCommandSpellChecker` (must be defined earlier in the file…
rubygems/update_suggestion.rb	fail	unknown class/module `Gem` in `Gem::UpdateSuggestion` (must be defined earlier in the file)
rubygems/uri.rb	fail	`require_relative` is only supported as a top-level statement with a single string-literal argument …
rubygems/uri_formatter.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/user_interaction.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/util.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/util/licenses.rb	fail	unknown class/module `Gem` in `Gem::Text` (must be defined earlier in the file)
rubygems/util/list.rb	fail	panic: `super`: no `to_a` found above List
rubygems/validator.rb	fail	cannot load such file
rubygems/vendor/molinillo/lib/molinillo.rb	fail	unsupported string interpolation part (spike scope)
rubygems/vendor/molinillo/lib/molinillo/delegates/resolution_state.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/delegates/specification_provider.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/dependency_graph.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/vendor/molinillo/lib/molinillo/dependency_graph/action.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/dependency_graph/add_edge_no_circular.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/dependency_graph/add_vertex.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/dependency_graph/delete_edge.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/dependency_graph/detach_vertex_named.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/dependency_graph/log.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/dependency_graph/set_payload.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/dependency_graph/tag.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/dependency_graph/vertex.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/vendor/molinillo/lib/molinillo/errors.rb	fail	unsupported string interpolation part (spike scope)
rubygems/vendor/molinillo/lib/molinillo/gem_metadata.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/modules/specification_provider.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/modules/ui.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/molinillo/lib/molinillo/resolution.rb	fail	unsupported string interpolation part (spike scope)
rubygems/vendor/molinillo/lib/molinillo/resolver.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/vendor/molinillo/lib/molinillo/state.rb	fail	unknown class/module `Gem` in `Gem::Molinillo` (must be defined earlier in the file)
rubygems/vendor/net-http/lib/net/http.rb	fail	`require "socket.so"`: native (.so/.bundle) features aren't supported (spike scope)
rubygems/vendor/net-http/lib/net/http/exceptions.rb	fail	unknown class/module `Gem` in `Gem::Net` (must be defined earlier in the file)
rubygems/vendor/net-http/lib/net/http/generic_request.rb	fail	`require` is only supported as a top-level statement with a single string-literal argument (spike sc…
rubygems/vendor/net-http/lib/net/http/header.rb	fail	unknown class/module `Gem::Net` in `Gem::Net::HTTPHeader` (must be defined earlier in the file)
rubygems/vendor/net-http/lib/net/http/proxy_delta.rb	fail	unknown class/module `Gem::Net::HTTP` in `Gem::Net::HTTP::ProxyDelta` (must be defined earlier in th…
